comment_id,score
114890,0.04942853645286659
732895,0.41170238061840814
1139051,0.08658099458439346
1434512,0.029652434560400197
2084821,0.5594622683218516
2452675,0.19805976662140892
3206615,0.1823031666431368
3665348,0.76459903334903
4502494,0.09809556358813896
4804786,0.28172620294042194
4974702,0.05240891470352901
5407955,0.13022417215629986
5760889,0.06074239221251487
6468556,0.49775170625702003
6545351,0.8436002935236693
7028828,0.02092260236034369
7514418,0.7622082527812993
7681489,0.1970888806273584
8163533,0.6063985577266643
8259679,0.27698579483017793
8351483,0.144242406787364
8565981,0.18830058854313947
8660574,0.2928642332197096
8689222,0.2266089701640272
8724028,0.41916085575032547
8726172,0.14297316233088725
8768929,0.15479880403206453
8809377,0.20530076849049977
8855444,0.22520193409534536
8960885,0.14167875152255127
8971984,0.10681944440668345
9096917,0.09131884610292783
9436902,0.751373423113941
9509686,0.19906455467984224
9716206,0.12432436064172805
9725692,0.6019137750717808
9875604,0.18517070721728773
10035416,0.35309271973311956
10169491,0.7351843017998593
10185780,0.39511943062962773
10266382,0.9817426535908691
10266787,0.9529463893560174
10288920,0.4074219987275133
10311993,0.11518468814142198
10365624,0.21196695049524633
10491092,0.11128173834226
10563063,0.33321633035117126
10572056,0.18982833993869616
10627987,0.18812049253146534
10638814,0.15581006290813498
10681670,0.2862450357413333
11106931,0.14783261556492008
11121620,0.6247292224203279
11132709,0.0775809618195126
11135750,0.07784177973618053
11187140,0.21112271980224123
11337226,0.3507782333316962
11462967,0.9702800282459505
11495491,0.3328295693003776
11507472,0.295484939784014
11573496,0.41431978865964214
11733584,0.07814536695258738
11800674,0.8989850288140945
11821192,0.5395962747197266
11829970,0.3240932966248572
12298779,0.13538150955194
12317984,0.4030646930728912
12348023,0.785965839506259
12639381,0.8108989417314776
12683372,0.7900463654401938
12696870,0.7925439891165218
12807839,0.8781280354507801
12823018,0.44881499219177734
12881870,0.7510429347467114
12978951,0.6126600462327977
13157522,0.06306851172184397
13247352,0.9343723841863628
13453964,0.3903111658144221
13457220,0.18176974116604946
13458289,0.42633620792798593
13579519,0.5944432708808987
13714575,0.1331757394627889
13835047,0.5747130083122672
13933538,0.8000725992191338
13961138,0.5061324905312071
13964043,0.6404078758697525
14328899,0.7851487451494106
14331158,0.7912125833933193
14427930,0.09215909109412036
14841177,0.06666890517774869
14888979,0.9995052778014706
14895406,0.051197969415385874
14970304,0.5429777087740066
15073011,0.9343505854750325
15119523,0.7486777564497696
15124357,0.6731128906246014
15124754,0.6757289819710347
15154385,0.8308519988233635
15215115,0.18588949420667275
15298790,0.2776899696721669
15303727,0.5206834103720158
15525773,0.38266395514897983
15553093,0.04256121260377024
15557773,0.22320458746015498
15660772,0.998630437853128
15742291,0.9944467838182484
15758274,0.018459726461391098
15810392,0.33286837002799224
15927385,0.2650844193362928
15958192,0.7517543849431116
17037417,0.45180799316941767
17144275,0.1352187071807056
17149898,0.8351882825514794
17329404,0.699763998038706
17355941,0.046303674712376015
17535166,0.35263168037275117
17537912,0.08244662193810756
17554648,0.8736447189329155
17641539,0.5906561723486569
17685200,0.04377480481607598
17787508,0.07557818775810589
17856960,0.06053639120475016
17956059,0.07469099815703867
18034731,0.9784564946434726
18081208,0.4836991015566607
18082031,0.9910637291215186
18173564,0.6695807994850745
18173671,0.7069772245278986
18264260,0.7947175940683916
18317860,0.8476805497295196
18499753,0.29352573270341825
18536206,0.7433068985604835
18568650,0.22628955172606052
18570325,0.17005784556611722
18573257,0.4594788092853396
18606380,0.9588681864265154
18622928,0.13057768470924963
18651650,0.10659527034345505
18711494,0.42491987540895154
18739220,0.7603277715806634
18764088,0.5618335270369121
18830793,0.6365329343539811
18850903,0.8246944617459859
18852415,0.8571342286103547
18870842,0.11952533654026289
18926737,0.2907050858411732
18933708,0.5608292194449433
18946187,0.694651932743353
18985431,0.3622725320255538
19008005,0.9466425433367953
19017226,0.4793732551383526
19169720,0.05137244978068712
19173930,0.8066716026626356
19196590,0.4208509766021029
19199151,0.38931534677632407
19202640,0.27291012855042734
19203754,0.3706834761124255
19210269,0.8420529816312152
19259970,0.10136284409894604
19301037,0.05640565375854675
19322504,0.3106461907212897
19323316,0.3713833674275411
19340567,0.019136630456397487
19350760,0.5031356127067977
19421947,0.08244662193810756
19429232,0.9399831044268102
19536535,0.36631272050993935
19549602,0.5563573268463063
19572908,0.594331961209144
19575545,0.3960716167730871
19576578,0.5014493217127421
19598796,0.3042441648206428
19619726,0.6754854064827509
19620411,0.6114224103693401
19620467,0.7219067735448295
19620901,0.6853456972837663
19675088,0.09233104742899523
19733868,0.9047716601838293
19748654,0.22754908618386685
19809694,0.6807922463056137
19817520,0.0425271201930441
19832876,0.22502048692848084
19932705,0.11259725186312482
19935447,0.23076668410056866
19951835,0.406125379641086
19953806,0.5402564856946506
20069695,0.620538030102763
20155643,0.8660842660864038
